Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
2009-05-14,China,4,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Colombia,7,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Costa Rica,8,1,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Cuba,1,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Denmark,1,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,El Salvador,4,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Finland,2,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,France,14,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Germany,12,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Guatemala,3,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Ireland,1,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Israel,7,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Italy,9,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Japan,4,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Mexico,2446,60,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Netherlands,3,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,New Zealand,7,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Norway,2,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Panama,29,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Poland,1,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Portugal,1,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Spain,100,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Sweden,2,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Switzerland,1,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,Thailand,2,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,United Kingdom,71,0,https://www.who.int/csr/don/2009_05_14/en/
2009-05-14,United States of America,3352,3,https://www.who.int/csr/don/2009_05_14/en/
2009-05-15,Argentina,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Australia,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Austria,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Belgium,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Brazil,8,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Canada,449,1,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,China,4,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Colombia,10,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Costa Rica,8,1,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Cuba,3,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Denmark,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,El Salvador,4,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Finland,2,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,France,14,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Germany,12,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Guatemala,3,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Ireland,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Israel,7,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Italy,9,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Japan,4,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Mexico,2446,60,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Netherlands,3,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,New Zealand,7,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Norway,2,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Panama,40,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Poland,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Portugal,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Spain,100,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Sweden,2,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Switzerland,1,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,Thailand,2,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,United Kingdom,71,0,https://www.who.int/csr/don/2009_05_15/en/
2009-05-15,United States of America,4298,3,https://www.who.int/csr/don/2009_05_15/en/
2009-05-16,Argentina,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Australia,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Austria,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Belgium,2,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Brazil,8,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Canada,496,1,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,China,4,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Colombia,11,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Costa Rica,9,1,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Cuba,3,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Denmark,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Ecuador,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,El Salvador,4,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Finland,2,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,France,14,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Germany,14,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Guatemala,3,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Ireland,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Israel,7,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Italy,9,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Japan,4,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Mexico,2895,66,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Netherlands,3,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,New Zealand,9,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Norway,2,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Panama,43,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Peru,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Poland,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Portugal,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Spain,100,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Sweden,2,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Switzerland,1,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,Thailand,2,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,United Kingdom,78,0,https://www.who.int/csr/don/2009_05_16/en/
2009-05-16,United States of America,4714,4,https://www.who.int/csr/don/2009_05_16/en/
2009-05-17,Argentina,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Australia,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Austria,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Belgium,4,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Brazil,8,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Canada,496,1,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,China,5,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Colombia,11,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Costa Rica,9,1,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Cuba,3,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Denmark,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Ecuador,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,El Salvador,4,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Finland,2,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,France,14,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Germany,14,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Guatemala,3,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,India,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Ireland,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Israel,7,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Italy,9,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Japan,7,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Malaysia,2,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Mexico,2895,66,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Netherlands,3,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,New Zealand,9,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Norway,2,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Panama,54,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Peru,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Poland,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Portugal,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Spain,103,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Sweden,3,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Switzerland,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Thailand,2,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,Turkey,1,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,United Kingdom,82,0,https://www.who.int/csr/don/2009_05_17/en/
2009-05-17,United States of America,4714,4,https://www.who.int/csr/don/2009_05_17/en/
2009-05-18,Argentina,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Australia,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Austria,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Belgium,5,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Brazil,8,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Canada,496,1,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Chile,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,China,6,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Colombia,11,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Costa Rica,9,1,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Cuba,3,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Denmark,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Ecuador,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,El Salvador,4,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Finland,2,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,France,14,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Germany,14,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Guatemala,3,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,India,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Ireland,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Israel,7,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Italy,9,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Japan,125,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Malaysia,2,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Mexico,3103,68,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Netherlands,3,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,New Zealand,9,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Norway,2,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Panama,54,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Peru,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Poland,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Portugal,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Spain,103,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Sweden,3,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Switzerland,1,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Thailand,2,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,Turkey,2,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,UK,101,0,https://www.who.int/csr/don/2009_05_18/en/
2009-05-18,United States of America,4714,4,https://www.who.int/csr/don/2009_05_18/en/
2009-05-19,Argentina,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Australia,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Austria,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Belgium,5,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Brazil,8,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Canada,496,1,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Chile,4,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,China,7,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Colombia,11,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Costa Rica,9,1,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Cuba,3,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Denmark,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Ecuador,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,El Salvador,6,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Finland,2,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,France,14,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Germany,14,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Guatemala,3,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,India,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Ireland,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Israel,7,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Italy,9,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Japan,159,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Malaysia,2,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Mexico,3648,72,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Netherlands,3,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,New Zealand,9,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Norway,2,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Panama,59,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Peru,2,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Poland,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Portugal,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Spain,103,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Sweden,3,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Switzerland,1,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Thailand,2,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,Turkey,2,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,UK,102,0,https://www.who.int/csr/don/2009_05_19/en/
2009-05-19,United States of America,5123,5,https://www.who.int/csr/don/2009_05_19/en/
2009-05-20,Argentina,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Australia,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Austria,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Belgium,5,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Brazil,8,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Canada,496,1,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Chile,5,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,China,7,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Colombia,12,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Costa Rica,9,1,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Cuba,3,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Denmark,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Ecuador,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,El Salvador,6,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Finland,2,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,France,15,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Germany,14,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Greece,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Guatemala,3,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,India,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Ireland,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Israel,7,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Italy,9,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Japan,210,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Malaysia,2,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Mexico,3648,72,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Netherlands,3,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,New Zealand,9,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Norway,2,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Panama,65,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Peru,3,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Poland,2,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Portugal,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Spain,107,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Sweden,3,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Switzerland,1,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Thailand,2,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,Turkey,2,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,United Kingdom,102,0,https://www.who.int/csr/don/2009_05_20/en/
2009-05-20,United States of America,5469,6,https://www.who.int/csr/don/2009_05_20/en/
2009-05-21,Argentina,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Australia,3,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Austria,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Belgium,5,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Brazil,8,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Canada,719,1,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Chile,5,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,China,8,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Colombia,12,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Costa Rica,20,1,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Cuba,4,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Denmark,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Ecuador,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,El Salvador,6,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Finland,2,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,France,16,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Germany,14,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Greece,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Guatemala,4,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,India,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Ireland,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Israel,7,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Italy,10,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Japan,259,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Malaysia,2,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Mexico,3892,75,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Netherlands,3,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,New Zealand,9,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Norway,3,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Panama,69,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Peru,3,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Poland,2,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Portugal,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Spain,111,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Sweden,3,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Switzerland,1,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Thailand,2,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,Turkey,2,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,United Kingdom,109,0,https://www.who.int/csr/don/2009_05_21/en/
2009-05-21,United States of America,5710,8,https://www.who.int/csr/don/2009_05_21/en/
2009-05-22,Argentina,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Australia,7,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Austria,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Belgium,5,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Brazil,8,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Canada,719,1,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Chile,24,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,China,11,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Colombia,12,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Costa Rica,20,1,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Cuba,4,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Denmark,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Ecuador,8,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,El Salvador,6,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Finland,2,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,France,16,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Germany,14,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Greece,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Guatemala,4,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,India,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Ireland,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Israel,7,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Italy,10,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Japan,294,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Malaysia,2,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Mexico,3892,75,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Netherlands,3,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,New Zealand,9,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Norway,3,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Panama,73,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Peru,5,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Philippines,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Poland,2,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Portugal,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Spain,113,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Sweden,3,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Switzerland,1,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Thailand,2,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,Turkey,2,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,United Kingdom,112,0,https://www.who.int/csr/don/2009_05_22/en/
2009-05-22,United States of America,5764,9,https://www.who.int/csr/don/2009_05_22/en/
2009-05-23,Argentina,1,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Australia,12,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Austria,1,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Belgium,7,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Brazil,8,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Canada,719,1,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Chile,24,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,China,11,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Colombia,12,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Costa Rica,20,1,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Cuba,4,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Denmark,1,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Ecuador,8,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,El Salvador,6,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Finland,2,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,France,16,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Germany,17,0,https://www.who.int/csr/don/2009_05_23/en/
2009-05-23,Greece,1,0,https://www.who.int/csr/don/2009_05_23/en/
